symbol,series,date1,prev_close,open,high,low,last_price,close,average_pr,tottrades,turnover,numtrades,delivery,volume,action,avgaction,avgdel,date,lottery
"INFY"," EQ"," 22-Feb-2022"," 1730.70"," 1699.90"," 1751.00"," 1691.05"," 1733.00"," 1734.35"," 1721.17"," 8878515"," 152814.31"," 227885"," 6148656"," 69.25",39,29,61.76,02/22/2022,T
"INFY"," EQ"," 21-Feb-2022"," 1706.95"," 1701.00"," 1737.30"," 1691.50"," 1729.50"," 1730.70"," 1718.04"," 5120890"," 87978.69"," 205567"," 3280628"," 64.06",25,29,61.85,02/21/2022,F
"INFY"," EQ"," 18-Feb-2022"," 1724.80"," 1710.00"," 1722.50"," 1703.50"," 1705.95"," 1706.95"," 1711.87"," 5602215"," 95902.90"," 159019"," 4009595"," 71.57",35,29,62.08,02/18/2022,T
"INFY"," EQ"," 17-Feb-2022"," 1733.30"," 1744.00"," 1749.00"," 1720.30"," 1723.70"," 1724.80"," 1731.45"," 3937950"," 68183.75"," 110732"," 2479087"," 62.95",36,29,61.93,02/17/2022,T
"INFY"," EQ"," 16-Feb-2022"," 1738.25"," 1738.25"," 1755.45"," 1726.85"," 1731.50"," 1733.30"," 1740.74"," 5350642"," 93140.66"," 162198"," 3844416"," 71.85",33,29,62.06,02/16/2022,T
"INFY"," EQ"," 15-Feb-2022"," 1682.20"," 1699.00"," 1746.75"," 1690.45"," 1742.30"," 1738.25"," 1721.75"," 4669915"," 80404.12"," 188794"," 2821157"," 60.41",25,28,62.12,02/15/2022,F
"INFY"," EQ"," 14-Feb-2022"," 1721.35"," 1690.00"," 1718.55"," 1678.25"," 1684.00"," 1682.20"," 1698.58"," 7459637"," 126707.85"," 280769"," 5340084"," 71.59",27,29,62.33,02/14/2022,F
"INFY"," EQ"," 11-Feb-2022"," 1769.60"," 1740.00"," 1745.95"," 1713.00"," 1719.65"," 1721.35"," 1720.68"," 7551371"," 129935.28"," 430200"," 5283038"," 69.96",18,29,62.28,02/11/2022,F
"INFY"," EQ"," 10-Feb-2022"," 1737.30"," 1755.65"," 1773.90"," 1748.75"," 1771.60"," 1769.60"," 1760.55"," 4334630"," 76313.32"," 206904"," 2830975"," 65.31",21,29,62.24,02/10/2022,F
"INFY"," EQ"," 09-Feb-2022"," 1717.30"," 1735.00"," 1743.00"," 1725.00"," 1739.00"," 1737.30"," 1736.09"," 3867244"," 67139.00"," 178730"," 2358994"," 61.00",22,29,62.33,02/09/2022,F
"INFY"," EQ"," 08-Feb-2022"," 1715.00"," 1710.00"," 1725.00"," 1696.00"," 1708.60"," 1717.30"," 1712.06"," 6053401"," 103638.06"," 222044"," 4052016"," 66.94",27,29,62.50,02/08/2022,F
"INFY"," EQ"," 07-Feb-2022"," 1741.10"," 1722.20"," 1732.00"," 1695.40"," 1713.00"," 1715.00"," 1714.37"," 4310209"," 73892.75"," 254813"," 2500420"," 58.01",17,29,62.53,02/07/2022,F
"INFY"," EQ"," 04-Feb-2022"," 1738.55"," 1732.00"," 1753.95"," 1710.15"," 1740.00"," 1741.10"," 1736.20"," 4700077"," 81602.95"," 193857"," 2276923"," 48.44",24,30,62.72,02/04/2022,F
"INFY"," EQ"," 03-Feb-2022"," 1787.10"," 1779.00"," 1779.00"," 1734.00"," 1736.30"," 1738.55"," 1755.15"," 3832922"," 67273.67"," 183506"," 2209861"," 57.65",21,30,62.95,02/03/2022,F
"INFY"," EQ"," 02-Feb-2022"," 1772.05"," 1789.00"," 1792.80"," 1772.00"," 1787.65"," 1787.10"," 1785.72"," 4253717"," 75959.52"," 146941"," 2786527"," 65.51",29,30,63.12,02/02/2022,F
"INFY"," EQ"," 01-Feb-2022"," 1736.20"," 1766.10"," 1780.00"," 1734.70"," 1773.00"," 1772.05"," 1766.97"," 5119935"," 90467.88"," 186159"," 2894768"," 56.54",28,29,63.15,02/01/2022,F
"INFY"," EQ"," 31-Jan-2022"," 1686.20"," 1718.00"," 1749.50"," 1715.35"," 1737.85"," 1736.20"," 1736.84"," 8788872"," 152648.65"," 313682"," 5882867"," 66.94",28,29,63.38,01/31/2022,F
"INFY"," EQ"," 28-Jan-2022"," 1678.60"," 1681.00"," 1727.55"," 1679.50"," 1685.80"," 1686.20"," 1701.31"," 10998502"," 187118.14"," 336935"," 7661273"," 69.66",33,29,63.20,01/28/2022,T
"INFY"," EQ"," 27-Jan-2022"," 1722.15"," 1702.00"," 1709.70"," 1665.00"," 1686.95"," 1678.60"," 1681.31"," 11231734"," 188840.49"," 495160"," 7723452"," 68.76",23,29,62.95,01/27/2022,F
"INFY"," EQ"," 25-Jan-2022"," 1736.80"," 1726.60"," 1740.00"," 1700.50"," 1721.95"," 1722.15"," 1719.33"," 9137653"," 157106.46"," 370958"," 6214482"," 68.01",25,29,62.90,01/25/2022,F
"INFY"," EQ"," 24-Jan-2022"," 1785.70"," 1765.00"," 1768.65"," 1728.00"," 1734.00"," 1736.80"," 1744.48"," 7116712"," 124149.81"," 261123"," 4382090"," 61.57",27,30,62.86,01/24/2022,F
"INFY"," EQ"," 21-Jan-2022"," 1823.70"," 1795.00"," 1808.00"," 1776.00"," 1788.00"," 1785.70"," 1789.19"," 8252758"," 147657.24"," 363701"," 5524065"," 66.94",23,30,62.96,01/21/2022,F
"INFY"," EQ"," 20-Jan-2022"," 1867.05"," 1844.00"," 1848.00"," 1815.50"," 1825.20"," 1823.70"," 1827.81"," 5533463"," 101141.40"," 267078"," 3214748"," 58.10",21,30,62.95,01/20/2022,F
"INFY"," EQ"," 19-Jan-2022"," 1920.75"," 1916.00"," 1916.00"," 1862.85"," 1865.00"," 1867.05"," 1880.01"," 5747770"," 108058.51"," 177957"," 3909158"," 68.01",32,30,63.05,01/19/2022,T
"INFY"," EQ"," 18-Jan-2022"," 1939.50"," 1922.10"," 1945.00"," 1911.45"," 1918.00"," 1920.75"," 1924.08"," 3690315"," 71004.51"," 209492"," 2370177"," 64.23",18,30,62.87,01/18/2022,F
"INFY"," EQ"," 17-Jan-2022"," 1929.35"," 1938.55"," 1953.90"," 1930.50"," 1938.60"," 1939.50"," 1941.46"," 5262464"," 102168.74"," 177946"," 3092026"," 58.76",30,30,62.83,01/17/2022,F
"INFY"," EQ"," 14-Jan-2022"," 1896.80"," 1882.00"," 1933.00"," 1881.00"," 1925.00"," 1929.35"," 1912.85"," 7688506"," 147069.89"," 225842"," 4088757"," 53.18",34,31,62.99,01/14/2022,F
"INFY"," EQ"," 13-Jan-2022"," 1877.45"," 1905.00"," 1912.50"," 1866.35"," 1895.30"," 1896.80"," 1894.19"," 14277630"," 270446.13"," 390078"," 7175021"," 50.25",37,31,63.15,01/13/2022,F
"INFY"," EQ"," 12-Jan-2022"," 1855.60"," 1868.90"," 1889.00"," 1860.00"," 1875.80"," 1877.45"," 1874.25"," 5362535"," 100507.19"," 195948"," 2936017"," 54.75",27,31,63.13,01/12/2022,F
"INFY"," EQ"," 11-Jan-2022"," 1850.75"," 1855.00"," 1870.00"," 1850.15"," 1860.00"," 1855.60"," 1860.06"," 5142287"," 95649.59"," 189308"," 3368155"," 65.50",27,31,63.24,01/11/2022,F
"INFY"," EQ"," 10-Jan-2022"," 1814.30"," 1815.00"," 1869.90"," 1813.00"," 1852.10"," 1850.75"," 1852.30"," 7857560"," 145545.65"," 227924"," 4191623"," 53.35",34,31,63.02,01/10/2022,F
"INFY"," EQ"," 07-Jan-2022"," 1817.80"," 1815.45"," 1836.00"," 1806.80"," 1816.00"," 1814.30"," 1818.56"," 4834389"," 87916.07"," 148117"," 2754254"," 56.97",33,31,63.02,01/07/2022,F
"INFY"," EQ"," 06-Jan-2022"," 1844.65"," 1828.00"," 1828.00"," 1800.00"," 1820.50"," 1817.80"," 1812.08"," 6449205"," 116864.79"," 232721"," 3508211"," 54.40",28,31,62.95,01/06/2022,F
"INFY"," EQ"," 05-Jan-2022"," 1899.15"," 1900.00"," 1902.90"," 1840.00"," 1848.00"," 1844.65"," 1857.54"," 6995719"," 129948.45"," 289755"," 4414732"," 63.11",24,31,63.21,01/05/2022,F
"INFY"," EQ"," 04-Jan-2022"," 1898.45"," 1898.45"," 1906.65"," 1878.00"," 1901.00"," 1899.15"," 1888.87"," 3921999"," 74081.40"," 120603"," 2372696"," 60.50",33,31,63.27,01/04/2022,F
"INFY"," EQ"," 03-Jan-2022"," 1887.75"," 1887.75"," 1914.05"," 1887.75"," 1899.00"," 1898.45"," 1904.82"," 3329616"," 63423.26"," 128107"," 1973673"," 59.28",26,31,63.20,01/03/2022,F
"INFY"," EQ"," 31-Dec-2021"," 1892.85"," 1890.00"," 1898.35"," 1871.65"," 1893.00"," 1887.75"," 1887.20"," 4619420"," 87177.88"," 132766"," 3135757"," 67.88",35,31,63.28,12/31/2021,T
"INFY"," EQ"," 30-Dec-2021"," 1885.55"," 1884.50"," 1909.80"," 1874.35"," 1897.00"," 1892.85"," 1895.39"," 4584738"," 86898.54"," 127547"," 3155534"," 68.83",36,31,63.35,12/30/2021,T
"INFY"," EQ"," 29-Dec-2021"," 1888.00"," 1883.50"," 1893.80"," 1876.40"," 1883.25"," 1885.55"," 1885.99"," 3236635"," 61042.57"," 94918"," 2379206"," 73.51",34,31,63.18,12/29/2021,T
"INFY"," EQ"," 28-Dec-2021"," 1866.15"," 1880.70"," 1895.90"," 1878.40"," 1885.20"," 1888.00"," 1887.13"," 3340933"," 63047.63"," 147835"," 2012911"," 60.25",23,31,63.05,12/28/2021,F
"INFY"," EQ"," 27-Dec-2021"," 1863.50"," 1860.00"," 1874.50"," 1845.05"," 1869.40"," 1866.15"," 1863.95"," 2647733"," 49352.30"," 141608"," 1572478"," 59.39",19,31,63.17,12/27/2021,F
"INFY"," EQ"," 24-Dec-2021"," 1857.60"," 1872.95"," 1875.75"," 1854.00"," 1863.40"," 1863.50"," 1864.33"," 3780347"," 70477.97"," 119651"," 1799119"," 47.59",32,31,63.28,12/24/2021,F
"INFY"," EQ"," 23-Dec-2021"," 1824.70"," 1831.25"," 1861.60"," 1827.00"," 1856.15"," 1857.60"," 1849.59"," 4112933"," 76072.54"," 160898"," 2253794"," 54.80",26,31,63.34,12/23/2021,F
"INFY"," EQ"," 22-Dec-2021"," 1811.60"," 1825.00"," 1829.15"," 1812.35"," 1824.00"," 1824.70"," 1820.18"," 4156428"," 75654.56"," 121978"," 2781158"," 66.91",34,31,63.53,12/22/2021,T
"INFY"," EQ"," 21-Dec-2021"," 1798.90"," 1801.00"," 1838.00"," 1801.00"," 1814.70"," 1811.60"," 1821.91"," 5353584"," 97537.24"," 204777"," 2973665"," 55.55",26,31,63.36,12/21/2021,F
"INFY"," EQ"," 20-Dec-2021"," 1820.85"," 1801.70"," 1829.65"," 1787.30"," 1800.70"," 1798.90"," 1805.20"," 5773891"," 104230.53"," 220523"," 3292406"," 57.02",26,31,63.45,12/20/2021,F
"INFY"," EQ"," 17-Dec-2021"," 1771.60"," 1820.00"," 1842.00"," 1806.75"," 1823.00"," 1820.85"," 1822.81"," 18887243"," 344279.16"," 398575"," 10058333"," 53.25",47,31,63.64,12/17/2021,F
"INFY"," EQ"," 16-Dec-2021"," 1734.20"," 1762.65"," 1777.60"," 1758.00"," 1777.00"," 1771.60"," 1768.37"," 4481031"," 79241.36"," 161944"," 2245376"," 50.11",28,31,63.85,12/16/2021,F
"INFY"," EQ"," 15-Dec-2021"," 1752.15"," 1745.00"," 1747.95"," 1721.20"," 1734.90"," 1734.20"," 1732.61"," 3053149"," 52899.17"," 123458"," 1973169"," 64.63",25,31,64.12,12/15/2021,F
"INFY"," EQ"," 14-Dec-2021"," 1744.65"," 1730.90"," 1763.00"," 1710.35"," 1743.75"," 1752.15"," 1746.72"," 4768144"," 83286.22"," 178424"," 3402482"," 71.36",27,31,64.09,12/14/2021,F
"INFY"," EQ"," 13-Dec-2021"," 1759.25"," 1767.05"," 1771.35"," 1738.80"," 1747.00"," 1744.65"," 1751.26"," 4040584"," 70760.97"," 138705"," 2868075"," 70.98",29,31,64.18,12/13/2021,F
"INFY"," EQ"," 10-Dec-2021"," 1763.45"," 1760.00"," 1763.75"," 1746.00"," 1757.05"," 1759.25"," 1754.36"," 1823469"," 31990.27"," 114797"," 953570"," 52.29",16,31,64.15,12/10/2021,F
"INFY"," EQ"," 09-Dec-2021"," 1753.35"," 1759.00"," 1769.40"," 1742.00"," 1758.00"," 1763.45"," 1757.23"," 2082171"," 36588.57"," 90007"," 1086606"," 52.19",23,31,64.35,12/09/2021,F
"INFY"," EQ"," 08-Dec-2021"," 1711.65"," 1733.00"," 1759.80"," 1732.60"," 1752.40"," 1753.35"," 1749.49"," 3029169"," 52995.15"," 101838"," 1536940"," 50.74",30,31,64.45,12/08/2021,F
"INFY"," EQ"," 07-Dec-2021"," 1695.30"," 1701.10"," 1724.90"," 1694.00"," 1711.45"," 1711.65"," 1711.29"," 4202122"," 71910.50"," 113379"," 2241173"," 53.33",37,31,64.62,12/07/2021,F
"INFY"," EQ"," 06-Dec-2021"," 1735.55"," 1730.00"," 1733.95"," 1691.50"," 1694.95"," 1695.30"," 1705.47"," 3991449"," 68073.07"," 170662"," 2340393"," 58.64",23,31,64.77,12/06/2021,F
"INFY"," EQ"," 03-Dec-2021"," 1748.25"," 1771.10"," 1786.65"," 1732.55"," 1737.60"," 1735.55"," 1758.49"," 6754012"," 118768.77"," 172077"," 3834641"," 56.78",39,31,64.84,12/03/2021,F
"INFY"," EQ"," 02-Dec-2021"," 1714.90"," 1715.00"," 1750.50"," 1711.35"," 1748.00"," 1748.25"," 1737.73"," 5559574"," 96610.20"," 173258"," 3879791"," 69.79",32,31,65.07,12/02/2021,T
"INFY"," EQ"," 01-Dec-2021"," 1712.65"," 1715.00"," 1741.90"," 1713.00"," 1717.00"," 1714.90"," 1726.72"," 5193264"," 89673.09"," 204083"," 3492968"," 67.26",25,31,65.02,12/01/2021,F
"INFY"," EQ"," 30-Nov-2021"," 1696.35"," 1704.55"," 1729.90"," 1700.05"," 1717.00"," 1712.65"," 1713.80"," 14808963"," 253796.01"," 209403"," 10710732"," 72.33",71,31,65.11,11/30/2021,T
"INFY"," EQ"," 29-Nov-2021"," 1691.65"," 1691.00"," 1712.00"," 1669.15"," 1696.20"," 1696.35"," 1694.69"," 3942776"," 66817.71"," 187081"," 2268845"," 57.54",21,31,64.95,11/29/2021,F
"INFY"," EQ"," 26-Nov-2021"," 1722.40"," 1702.55"," 1718.35"," 1684.00"," 1689.55"," 1691.65"," 1701.47"," 4494181"," 76467.03"," 189716"," 2981159"," 66.33",24,31,65.16,11/26/2021,F
"INFY"," EQ"," 25-Nov-2021"," 1696.00"," 1700.00"," 1726.20"," 1696.95"," 1722.50"," 1722.40"," 1715.34"," 4476260"," 76783.11"," 141756"," 2859354"," 63.88",32,31,65.23,11/25/2021,F
"INFY"," EQ"," 24-Nov-2021"," 1736.90"," 1740.00"," 1740.50"," 1688.00"," 1690.20"," 1696.00"," 1712.88"," 7333061"," 125606.36"," 261744"," 4858944"," 66.26",28,31,65.25,11/24/2021,F
"INFY"," EQ"," 23-Nov-2021"," 1759.40"," 1735.10"," 1747.25"," 1710.00"," 1727.50"," 1736.90"," 1732.65"," 8436160"," 146168.72"," 228363"," 6315371"," 74.86",37,31,65.27,11/23/2021,T
"INFY"," EQ"," 22-Nov-2021"," 1779.40"," 1784.00"," 1785.40"," 1751.15"," 1760.25"," 1759.40"," 1766.39"," 6621839"," 116967.47"," 170729"," 5212759"," 78.72",39,31,65.23,11/22/2021,T
"INFY"," EQ"," 18-Nov-2021"," 1787.45"," 1781.60"," 1789.45"," 1759.00"," 1774.00"," 1779.40"," 1773.94"," 4326924"," 76756.82"," 154647"," 3096489"," 71.56",28,31,64.92,11/18/2021,F
"INFY"," EQ"," 17-Nov-2021"," 1792.30"," 1792.55"," 1802.00"," 1780.70"," 1790.55"," 1787.45"," 1792.60"," 4732492"," 84834.57"," 195585"," 3566579"," 75.36",24,31,64.82,11/17/2021,F
"INFY"," EQ"," 16-Nov-2021"," 1787.15"," 1790.00"," 1808.95"," 1777.00"," 1791.40"," 1792.30"," 1797.43"," 6034233"," 108460.91"," 173120"," 4449743"," 73.74",35,31,64.68,11/16/2021,T
"INFY"," EQ"," 15-Nov-2021"," 1780.20"," 1782.10"," 1800.00"," 1775.50"," 1785.00"," 1787.15"," 1793.71"," 4354074"," 78099.57"," 154854"," 2972173"," 68.26",28,32,64.56,11/15/2021,F
"INFY"," EQ"," 12-Nov-2021"," 1733.30"," 1743.00"," 1782.85"," 1738.05"," 1779.50"," 1780.20"," 1766.51"," 5069009"," 89544.37"," 142273"," 3421192"," 67.49",36,31,64.63,11/12/2021,T
"INFY"," EQ"," 11-Nov-2021"," 1740.15"," 1732.95"," 1739.75"," 1709.00"," 1735.00"," 1733.30"," 1723.79"," 4731349"," 81558.70"," 128994"," 3365758"," 71.14",37,32,64.49,11/11/2021,T
"INFY"," EQ"," 10-Nov-2021"," 1742.50"," 1726.00"," 1750.95"," 1721.95"," 1742.00"," 1740.15"," 1737.49"," 4780368"," 83058.52"," 115801"," 3420233"," 71.55",41,32,64.55,11/10/2021,T
"INFY"," EQ"," 09-Nov-2021"," 1737.50"," 1734.75"," 1750.00"," 1726.00"," 1740.70"," 1742.50"," 1741.18"," 4016134"," 69928.04"," 141964"," 2760097"," 68.73",28,31,64.58,11/09/2021,F
"INFY"," EQ"," 08-Nov-2021"," 1708.70"," 1730.00"," 1741.00"," 1703.00"," 1740.00"," 1737.50"," 1727.82"," 5245903"," 90639.83"," 194006"," 3687695"," 70.30",27,32,64.69,11/08/2021,F
"INFY"," EQ"," 04-Nov-2021"," 1702.50"," 1715.00"," 1717.00"," 1705.00"," 1705.50"," 1708.70"," 1710.56"," 483407"," 8268.95"," 45697"," 328812"," 68.02",11,32,64.79,11/04/2021,F
"INFY"," EQ"," 03-Nov-2021"," 1697.90"," 1709.00"," 1717.45"," 1699.00"," 1703.60"," 1702.50"," 1707.08"," 3530713"," 60272.15"," 159185"," 2377721"," 67.34",22,33,64.81,11/03/2021,F
"INFY"," EQ"," 02-Nov-2021"," 1700.05"," 1695.00"," 1706.45"," 1686.35"," 1699.00"," 1697.90"," 1696.02"," 3471772"," 58882.03"," 132426"," 2454078"," 70.69",26,33,64.87,11/02/2021,F
"INFY"," EQ"," 01-Nov-2021"," 1667.75"," 1677.50"," 1707.20"," 1676.00"," 1701.35"," 1700.05"," 1695.58"," 3636806"," 61664.84"," 156714"," 2022059"," 55.60",23,33,64.86,11/01/2021,F
"INFY"," EQ"," 29-Oct-2021"," 1703.90"," 1699.00"," 1712.60"," 1661.05"," 1671.00"," 1667.75"," 1687.51"," 5875091"," 99142.59"," 212408"," 3201958"," 54.50",28,34,65.22,10/29/2021,F
"INFY"," EQ"," 28-Oct-2021"," 1728.95"," 1719.35"," 1724.75"," 1692.05"," 1705.85"," 1703.90"," 1710.08"," 5329972"," 91147.02"," 194339"," 3591576"," 67.38",27,34,65.50,10/28/2021,F
"INFY"," EQ"," 27-Oct-2021"," 1703.70"," 1709.10"," 1734.15"," 1701.15"," 1726.55"," 1728.95"," 1718.39"," 5090259"," 87470.27"," 174841"," 3107757"," 61.05",29,34,65.43,10/27/2021,F
"INFY"," EQ"," 26-Oct-2021"," 1707.55"," 1710.05"," 1726.60"," 1695.90"," 1707.95"," 1703.70"," 1704.53"," 5871709"," 100084.99"," 163478"," 3860399"," 65.75",36,34,65.55,10/26/2021,T
"INFY"," EQ"," 25-Oct-2021"," 1719.80"," 1722.05"," 1729.75"," 1687.20"," 1708.40"," 1707.55"," 1700.04"," 5905209"," 100390.81"," 175289"," 4000395"," 67.74",34,34,65.75,10/25/2021,F
"INFY"," EQ"," 22-Oct-2021"," 1753.65"," 1749.90"," 1763.20"," 1707.00"," 1717.85"," 1719.80"," 1728.28"," 7369809"," 127371.00"," 231471"," 4865170"," 66.01",32,34,65.68,10/22/2021,F
"INFY"," EQ"," 21-Oct-2021"," 1802.35"," 1814.00"," 1814.00"," 1746.85"," 1757.00"," 1753.65"," 1768.17"," 8779629"," 155238.52"," 227646"," 5699645"," 64.92",39,34,65.60,10/21/2021,F
"INFY"," EQ"," 20-Oct-2021"," 1822.15"," 1829.40"," 1848.00"," 1794.05"," 1797.40"," 1802.35"," 1819.25"," 5876115"," 106901.34"," 193075"," 3320472"," 56.51",30,34,65.72,10/20/2021,F
"INFY"," EQ"," 19-Oct-2021"," 1792.15"," 1814.00"," 1834.50"," 1782.30"," 1823.50"," 1822.15"," 1818.83"," 10324260"," 187780.87"," 236442"," 6341209"," 61.42",44,34,65.87,10/19/2021,F
"INFY"," EQ"," 18-Oct-2021"," 1715.75"," 1740.00"," 1799.00"," 1740.00"," 1798.00"," 1792.15"," 1770.72"," 13438109"," 237951.03"," 310783"," 9274584"," 69.02",43,34,65.99,10/18/2021,T
"INFY"," EQ"," 14-Oct-2021"," 1709.20"," 1754.00"," 1783.60"," 1698.20"," 1714.00"," 1715.75"," 1738.12"," 19655776"," 341640.07"," 428428"," 9689787"," 49.30",46,34,66.05,10/14/2021,F
"INFY"," EQ"," 13-Oct-2021"," 1685.15"," 1695.95"," 1713.65"," 1680.05"," 1705.00"," 1709.20"," 1697.94"," 7104171"," 120624.54"," 273495"," 4375894"," 61.60",26,34,65.88,10/13/2021,F
"INFY"," EQ"," 12-Oct-2021"," 1690.95"," 1677.00"," 1689.00"," 1662.00"," 1688.00"," 1685.15"," 1677.23"," 7439300"," 124774.16"," 258781"," 3823146"," 51.39",29,34,65.49,10/12/2021,F
"INFY"," EQ"," 11-Oct-2021"," 1723.85"," 1682.00"," 1730.00"," 1663.70"," 1693.00"," 1690.95"," 1698.64"," 8840633"," 150170.24"," 264208"," 4763503"," 53.88",33,34,65.73,10/11/2021,F
"INFY"," EQ"," 08-Oct-2021"," 1691.00"," 1705.25"," 1731.50"," 1698.40"," 1723.85"," 1723.85"," 1719.42"," 4738376"," 81472.61"," 223183"," 2484109"," 52.43",21,34,65.74,10/08/2021,F
"INFY"," EQ"," 07-Oct-2021"," 1673.55"," 1687.00"," 1704.20"," 1676.65"," 1690.35"," 1691.00"," 1693.19"," 5476108"," 92721.08"," 142352"," 3855195"," 70.40",38,34,65.67,10/07/2021,T
"INFY"," EQ"," 06-Oct-2021"," 1692.80"," 1702.10"," 1709.00"," 1670.00"," 1672.65"," 1673.55"," 1682.79"," 4271698"," 71883.85"," 168805"," 2859420"," 66.94",25,34,65.37,10/06/2021,F
"INFY"," EQ"," 05-Oct-2021"," 1678.75"," 1671.00"," 1702.95"," 1663.00"," 1691.70"," 1692.80"," 1677.62"," 4373310"," 73367.51"," 174119"," 2453697"," 56.11",25,34,65.18,10/05/2021,F
"INFY"," EQ"," 04-Oct-2021"," 1665.15"," 1672.50"," 1688.00"," 1665.40"," 1681.90"," 1678.75"," 1678.53"," 2947154"," 49468.73"," 122901"," 1900709"," 64.49",24,34,65.17,10/04/2021,F
"INFY"," EQ"," 01-Oct-2021"," 1675.20"," 1665.10"," 1678.95"," 1661.25"," 1665.60"," 1665.15"," 1670.32"," 5733906"," 95774.31"," 166006"," 4139955"," 72.20",35,34,65.06,10/01/2021,T
"INFY"," EQ"," 30-Sep-2021"," 1692.25"," 1703.00"," 1703.00"," 1670.10"," 1679.50"," 1675.20"," 1682.12"," 6914031"," 116302.26"," 155817"," 4013029"," 58.04",44,34,64.82,09/30/2021,F
"INFY"," EQ"," 29-Sep-2021"," 1687.10"," 1659.25"," 1701.40"," 1655.00"," 1688.55"," 1692.25"," 1683.09"," 7792548"," 131155.88"," 252164"," 5097015"," 65.41",31,34,64.88,09/29/2021,F
"INFY"," EQ"," 28-Sep-2021"," 1721.15"," 1710.00"," 1710.00"," 1675.00"," 1686.30"," 1687.10"," 1687.94"," 6557197"," 110681.47"," 321289"," 4432200"," 67.59",20,34,64.69,09/28/2021,F
"INFY"," EQ"," 27-Sep-2021"," 1763.85"," 1768.75"," 1769.00"," 1718.10"," 1723.00"," 1721.15"," 1732.17"," 5045337"," 87393.79"," 227547"," 3353897"," 66.48",22,34,64.65,09/27/2021,F
"INFY"," EQ"," 24-Sep-2021"," 1742.55"," 1758.00"," 1788.00"," 1752.45"," 1763.80"," 1763.85"," 1772.20"," 8280446"," 146745.77"," 231499"," 4249574"," 51.32",36,35,64.65,09/24/2021,F
"INFY"," EQ"," 23-Sep-2021"," 1716.90"," 1732.00"," 1745.00"," 1721.10"," 1742.10"," 1742.55"," 1733.04"," 3826090"," 66307.70"," 151039"," 2542806"," 66.46",25,35,64.78,09/23/2021,F
"INFY"," EQ"," 22-Sep-2021"," 1718.45"," 1717.00"," 1738.90"," 1713.05"," 1715.65"," 1716.90"," 1727.00"," 4553892"," 78645.86"," 162450"," 2565643"," 56.34",28,35,64.35,09/22/2021,F
"INFY"," EQ"," 21-Sep-2021"," 1687.85"," 1700.00"," 1726.75"," 1684.65"," 1717.70"," 1718.45"," 1707.50"," 4672222"," 79778.39"," 138846"," 2854317"," 61.09",34,35,64.43,09/21/2021,F
"INFY"," EQ"," 20-Sep-2021"," 1691.30"," 1685.00"," 1707.70"," 1677.95"," 1687.40"," 1687.85"," 1695.88"," 5660743"," 95999.64"," 136341"," 3898202"," 68.86",42,36,64.56,09/20/2021,T
"INFY"," EQ"," 17-Sep-2021"," 1702.25"," 1697.00"," 1718.00"," 1684.45"," 1692.00"," 1691.30"," 1696.56"," 7454864"," 126476.33"," 123572"," 4936266"," 66.22",60,36,64.50,09/17/2021,T
"INFY"," EQ"," 16-Sep-2021"," 1711.45"," 1715.20"," 1719.25"," 1691.45"," 1702.05"," 1702.25"," 1701.12"," 3246568"," 55228.18"," 159668"," 2179368"," 67.13",20,36,64.40,09/16/2021,F
"INFY"," EQ"," 15-Sep-2021"," 1686.15"," 1693.25"," 1715.10"," 1690.20"," 1710.20"," 1711.45"," 1705.03"," 4062344"," 69264.34"," 187441"," 2528172"," 62.23",22,36,64.44,09/15/2021,F
"INFY"," EQ"," 14-Sep-2021"," 1691.90"," 1695.95"," 1695.95"," 1678.60"," 1686.50"," 1686.15"," 1688.38"," 4945167"," 83492.99"," 207112"," 3829313"," 77.44",24,36,64.49,09/14/2021,F
"INFY"," EQ"," 13-Sep-2021"," 1691.60"," 1683.00"," 1701.50"," 1675.20"," 1690.85"," 1691.90"," 1689.36"," 4662374"," 78764.37"," 187031"," 3223515"," 69.14",25,36,64.38,09/13/2021,F
"INFY"," EQ"," 09-Sep-2021"," 1693.25"," 1685.90"," 1694.90"," 1682.15"," 1687.95"," 1691.60"," 1689.02"," 3331674"," 56272.49"," 137087"," 1955364"," 58.69",24,37,64.06,09/09/2021,F
"INFY"," EQ"," 08-Sep-2021"," 1706.65"," 1700.85"," 1700.85"," 1682.95"," 1696.45"," 1693.25"," 1693.03"," 4584896"," 77623.44"," 153873"," 2785831"," 60.76",30,37,64.15,09/08/2021,F
"INFY"," EQ"," 07-Sep-2021"," 1730.40"," 1730.00"," 1734.90"," 1704.00"," 1708.00"," 1706.65"," 1713.51"," 3520341"," 60321.44"," 149711"," 2197436"," 62.42",24,37,64.16,09/07/2021,F
"INFY"," EQ"," 06-Sep-2021"," 1700.65"," 1705.15"," 1732.00"," 1699.35"," 1731.20"," 1730.40"," 1715.41"," 4876026"," 83643.93"," 183161"," 3078091"," 63.13",27,37,63.97,09/06/2021,F
"INFY"," EQ"," 03-Sep-2021"," 1689.10"," 1696.05"," 1705.95"," 1684.40"," 1700.50"," 1700.65"," 1698.12"," 5339139"," 90664.75"," 210049"," 3764063"," 70.50",25,37,63.97,09/03/2021,F
"INFY"," EQ"," 02-Sep-2021"," 1677.75"," 1677.35"," 1694.30"," 1662.65"," 1686.05"," 1689.10"," 1675.34"," 6830050"," 114426.49"," 258731"," 4566165"," 66.85",26,38,63.82,09/02/2021,F
